title,label,text,word_count
Downlink and Uplink Energy Minimization Through User Association and Beamforming in Cloud RAN,1,"Cloud Radio Access Network (C-RAN) is an innovative architecture for wireless communication systems that leverages cloud computing techniques to optimize network performance. A fundamental aspect of C-RAN design is energy efficiency, as it is necessary to reduce energy consumption while maintaining network quality. In this paper, we propose a user association and beamforming methodology to minimize downlink and uplink energy consumption in C-RAN systems.

The proposed approach includes a two-stage optimization process for user association and beamforming. First, a user grouping algorithm is employed to form groups of users that share the same base station (BS) connection. Second, a beamforming optimization method based on the group formation is used to minimize energy consumption. This approach is beneficial as it exploits the spatial domain of the wireless channel to direct the transmission power towards the desired users, thus resulting in reduced energy consumption and improved network performance.

Simulation results show that the proposed methodology outperforms existing approaches in terms of energy efficiency and meets the required network performance. Furthermore, the results demonstrate the effectiveness of the proposed approach in balancing the energy consumption between BSs, reducing the total energy consumption of the network, and increasing the data rate of the users. Our findings indicate that the proposed user association and beamforming methodology is a promising solution for improving energy efficiency in C-RAN systems while maintaining a high-quality network performance.

In conclusion, the proposed approach can significantly contribute to the development of energy-efficient C-RAN systems and enable the implementation of sustainable and cost-effective 5G networks.",262
On the density of states in a free CFT and finite volume corrections,0,Results from spectral geometry such as Weyl's formula can be used to relate the thermodynamic properties of a free massless field to the spatial manifold on which it is defined. We begin by calculating the free energy in two cases: manifolds posessing a boundary and spheres. The subextensive contributions allow us to test the Cardy-Verlinde formula and offer a new perspective on why it only holds in a free theory if one allows for a change in the overall coefficient. After this we derive an expression for the density of states that takes the form of a Taylor series. This series leads to an improvement over known results when the area of the manifold's boundary is nonzero but much less than the appropriate power of its volume.,130
On the density of states in a free CFT and finite volume corrections,1,"This paper investigates the density of states of a free conformal field theory (CFT) and the finite volume corrections associated with such a system. Our approach involves analyzing the spectrum of operators and their correlation functions, utilizing both analytical and numerical methods. We find that the conformal symmetry in free CFT governs the behavior of the density of states, both in the high and low energy regimes. Furthermore, we demonstrate that, in finite volumes, the density of states is corrected by spatial dependence. Specifically, we show that the spectral density oscillations around the central value and their amplitude depend on the system's size and boundary conditions. Our results provide important insights into the properties of conformal field theories and their behavior in finite volumes.",125
Asymptotics of a vanishing period : General existence theorem and basic properties of frescos,0,"In this paper we introduce the word ""fresco"" to denote a \ $[\lambda]-$primitive monogenic geometric (a,b)-module. The study of this ""basic object"" (generalized Brieskorn module with one generator) which corresponds to the minimal filtered (regular) differential equation satisfied by a relative de Rham cohomology class, began in [B.09] where the first structure theorems are proved. Then in [B.10] we introduced the notion of theme which corresponds in the \ $[\lambda]-$primitive case to frescos having a unique Jordan-H{\""o}lder sequence. Themes correspond to asymptotic expansion of a given vanishing period, so to the image of a fresco in the module of asymptotic expansions. For a fixed relative de Rham cohomology class (for instance given by a smooth differential form $d-$closed and $df-$closed) each choice of a vanishing cycle in the spectral eigenspace of the monodromy for the eigenvalue \ $exp(2i\pi.\lambda)$ \ produces a \ $[\lambda]-$primitive theme, which is a quotient of the fresco associated to the given relative de Rham class itself. The first part of this paper shows that, for any \ $[\lambda]-$primitive fresco there exists an unique Jordan-H{\""o}lder sequence (called the principal J-H. sequence) with corresponding quotients giving the opposite of the roots of the Bernstein polynomial in a non decreasing order.

Then we introduce and study the semi-simple part of a given fresco and we characterize the semi-simplicity of a fresco by the fact for any given order of the roots of its Bernstein polynomial we may find a J-H. sequence making them appear with this order. Then, using the parameter associated to a rank \ 2 \ \ $[\lambda]-$primitive theme, we introduce inductiveley a numerical invariant, that we call the \ $\alpha-$invariant, which depends polynomially on the isomorphism class of a fresco (in a sens which has to be defined) and which allows to give an inductive way to produce a sub-quotient rank \ 2 \ theme of a given \ $[\lambda]-$primitive fresco assuming non semi-simplicity. In the last section we prove a general existence result which naturally associate a fresco to any relative de Rham cohomology class of a proper holomorphic function of a complex manifold onto a disc. This is, of course, the motivation for the study of frescos.",378
Asymptotics of a vanishing period : General existence theorem and basic properties of frescos,1,"This paper studies the asymptotic properties of a vanishing period and presents a general existence theorem and basic properties of frescos within this context. Our main result shows the existence of a solution for a particular class of problems involving a vanishing period, and establishes a representation formula for it. The proof relies on a combination of techniques including the theory of periodic homogenization and the method of Fourier analysis.

In addition to the existence theorem, we investigate several basic properties of frescos and prove that they are a useful tool for studying the behavior of solutions near a vanishing period. Specifically, we show that frescos are uniformly bounded and have an asymptotic expansion in powers of the period that vanishes. Moreover, we explore the connection between the asymptotic behavior of frescos and the behavior of solutions of the original problem.

Our analysis has interesting applications in many fields, including elasticity, electromagnetics, heat transfer, and fluid mechanics. Indeed, many problems in these areas can be recast as problems involving a vanishing period, and our results provide a useful framework for their analysis. For instance, we show that the behavior of wave propagation in a heterogeneous medium can be understood in terms of fresco expansions.

To conclude, the main contribution of this paper is the establishment of a general existence theorem for a class of problems involving a vanishing period, and the investigation of basic properties of frescos in this context. Our results have interesting applications and pave the way for further developments in the analysis of problems with a vanishing period.",261
Fundamental limitations for antenna radiation efficiency,0,"Small volume, finite conductivity and high frequencies are major imperatives in the design of communications infrastructure. The radiation efficiency $\eta_r$ impacts on the optimal gain, quality factor, and bandwidth. The current efficiency limit applies to structures confined to a radian sphere $ka$ ($k$ is the wave number, $a$ is the radius). Here we present new absolute limits to $\eta_r$ for arbitrary antenna shapes based on $k^2S$ where $S$ is the conductor surface area. For a dipole with an electrical length of $10^{-5}$ our result is four orders of magnitude closer to the analytical solution when compared with previous bounds on the efficiency. The improved bound on $\eta_r$ is more accurate, more general, and easier to calculate than other limits. The efficiency of an antenna cannot be larger than the case where the surface of the antenna is 'peeled' off and assembled into a planar sheet with area $S$, and a uniform current is excited along the surface of this sheet.",162
Fundamental limitations for antenna radiation efficiency,1,"Antenna radiation efficiency is a critical factor in the design of wireless communication systems. Despite efforts to improve it, limitations in antenna performance exist at fundamental levels. These limitations are related to physical principles such as the conservation of energy and the impedance matching between the antenna and the feeding circuitry. The study of these limitations calls for analytical and numerical methods that allow for the modeling of the antenna’s behavior under different conditions. A comprehensive understanding of the underlying phenomena is necessary to establish design guidelines that optimize the radiation efficiency of the antenna. This article presents a review of the fundamental limitations for antenna radiation efficiency. It covers topics such as the maximum radiation efficiency, the bandwidth efficiency limits, and the trade-off between antenna gain and bandwidth. The insights gained from this study can aid researchers and practitioners in improving the performance of antenna systems.",149
"Noncommutative Maxwell-Chern-Simons theory, duality and a new noncommutative Chern-Simons theory in d=3",0,"Noncommutative Maxwell-Chern-Simons theory in 3-dimensions is defined in terms of star product and noncommutative fields. Seiberg-Witten map is employed to write it in terms of ordinary fields. A parent action is introduced and the dual action is derived. For spatial noncommutativity it is studied up to second order in the noncommutativity parameter \theta. A new noncommutative Chern-Simons action is defined in terms of ordinary fields, inspired by the dual action. Moreover, a transformation between noncommuting and ordinary fields is proposed.",85
"Noncommutative Maxwell-Chern-Simons theory, duality and a new noncommutative Chern-Simons theory in d=3",1,"In this paper, we investigate the noncommutative Maxwell-Chern-Simons theory in three dimensions. We demonstrate the existence of duality between the electric and magnetic sectors and investigate the underlying algebraic structure of the theory. We then introduce a new noncommutative Chern-Simons theory with a different gauge group and demonstrate its relation with the original theory. Our results provide new insights into the interplay between noncommutative geometry and gauge theories, and have potential implications for higher-dimensional field theories.",80
A Multi-technique Study of the Dynamical Evolution of the Viscous Disk around the Be Star {\omega} CMa,0,"There is an increasing body of evidence that suggests that Be disks are well described by the Viscous Decretion Disk (VDD) model according to which the formation and structure of the disk depend on the kinematic viscosity of the gas. However, most observational tests of the VDD to-date were done for systems that do not display strong temporal variability. From this analysis we (1) obtain a realistic physical model of the circumstellar environment; (2) measure the viscosity parameter of the gas, both during the formation and dissipation phases of the disk; (3) obtain a reliable estimate of the stellar mass and angular momentum loss rates during outburst. Our simulations suggests that the VDD model adequately describes the structural evolution of the disk.

Furthermore, our analysis allowed us to determine the viscosity parameter a, as well as the net mass and angular momentum (AM) loss rates. We find that a is variable, ranging from 0.1 to 1.0, not only from cycle to cycle but also within a given cycle. Additionally, build-up phases have larger values of a than the dissipation phases. We also find that, contrary to what is generally assumed, during dissipation the outward AM flux is not necessarily zero, meaning that {\omega} CMa does not experience a true quiescence but, instead, switches between a high AM loss rate state to a low AM loss rate one during which the disk quickly assumes an overall lower density but never zero. We confront the average AM loss rate with predictions from stellar evolution models for fast-rotating stars, and find that our measurements are smaller by more than one order of magnitude. The model developed using the V-band photometry as a constraint was applied to several other observables. Overall, the results of this multi-technique study were very positive, with a good match for multi-band photometry, polarization, and most spectroscopic characteristics.",316
A Multi-technique Study of the Dynamical Evolution of the Viscous Disk around the Be Star {\omega} CMa,1,"This research paper presents a multi-technique study of the dynamical evolution of the viscous disk around the Be star Ω CMa. The disk around Be stars is a well-known phenomenon in astrophysics and is thought to be caused by a rapid rotation of the star, resulting in the ejection of material from its equator.

In this study, we used a combination of spectroscopic, spectropolarimetric, and interferometric observations to explore the properties of the disk around Ω CMa. Our results show that the disk is highly structured and asymmetric, with different regions of the disk exhibiting different physical conditions.

We used the Hα line profiles to probe the disk kinematics and found that the disk is in Keplerian rotation, with a central mass of 13.2 ± 2.0 M⊙. We also found evidence of non-uniform density and velocity structures in the disk, which could be caused by the presence of spiral arms.

Our spectropolarimetric observations revealed the existence of a magnetic field in the disk, which may play an important role in its dynamics and stability. Our interferometric observations provided spatially resolved images of the disk, which showed that it is extended and clumpy, with the clumps likely caused by instabilities in the disk.

Overall, our study provides a comprehensive view of the dynamical evolution of the viscous disk around Ω CMa, revealing its complex and varied structure. This work contributes to our understanding of the physics of Be star disks and provides a valuable resource for future research in this field.",254
Reflection in Seyfert Galaxies and the Unified Model of AGN,0,"We present a deep study of the average hard X-ray spectra of Seyfert galaxies. We analyzed all public INTEGRAL IBIS/ISGRI data available on all the 165 Seyfert galaxies detected at z<0.2. Our final sample consists of 44 Seyfert 1's, 29 Seyfert 1.5's, 78 Seyfert 2's, and 14 Narrow Line Seyfert 1's. We derived the average hard X-ray spectrum of each subsample in the 17-250keV energy range. All classes of Seyfert galaxies show on average the same nuclear continuum, as foreseen by the zeroth order unified model, with a cut-off energy of Ec>200keV, and a photon index of Gamma ~1.8. Compton-thin Seyfert 2's show a reflection component stronger than Seyfert 1's and Seyfert 1.5's. Most of this reflection is due to mildly obscured (10^23 cm^-2 < NH < 10^24 cm^-2) Seyfert 2's, which have a significantly stronger reflection component (R=2.2^{+4.5}_{-1.1}) than Seyfert 1's (R<=0.4), Seyfert 1.5's (R<= 0.4) and lightly obscured (NH < 10^23 cm^-2) Seyfert 2's (R<=0.5). This cannot be explained easily by the unified model. The absorber/reflector in mildly obscured Seyfert 2's might cover a large fraction of the X-ray source, and have clumps of Compton-thick material. The large reflection found in the spectrum of mildly obscured Seyfert 2's reduces the amount of Compton-thick objects needed to explain the peak of the cosmic X-ray background. Our results are consistent with the fraction of Compton-thick sources being ~10%. The spectra of Seyfert 2's with and without polarized broad lines do not show significant differences, the only difference between the two samples being the higher hard X-ray and bolometric luminosity of Seyfert 2's with polarized broad lines. The average hard X-ray spectrum of Narrow line Seyfert 1's is steeper than those of Seyfert 1's and Seyfert 1.5's, probably due to a lower energy of the cutoff.",350
Reflection in Seyfert Galaxies and the Unified Model of AGN,1,"Seyfert galaxies have been extensively studied in recent years to understand the mechanisms behind active galactic nuclei (AGN). AGN are among the brightest and most energetic sources in the universe, and their observed properties provide valuable information about the physical processes that occur in their vicinity. Reflection is a crucial component of AGN physics, as it serves as a probe of the geometry and composition of the accretion disk and the surrounding material. 

In this paper, we investigate the role of reflection in Seyfert galaxies and its relation to the unified model of AGN. The unified model posits that Seyfert galaxies and other AGN share the same underlying physical structure, but the observed differences are due to the orientation of the observer relative to the source. In particular, the model postulates the existence of an optically thick torus that obscures the central engine and the broad-line region from certain viewing angles.

We analyze a sample of Seyfert galaxies with high-quality X-ray spectra obtained by the NuSTAR satellite, which offers unprecedented sensitivity and resolution in the 3-79 keV energy range. By fitting sophisticated reflection models to the data, we determine the properties of the accretion disk and the covering fraction of the torus. We find that the level of reflection varies widely among Seyfert galaxies, with some sources exhibiting strong reflection, while others show little or none. We also discover a connection between the strength of the reflection and the inclination angle of the torus, which supports the unified model. 

Our results have important implications for the nature and evolution of AGN. The diversity of the reflection properties suggests that Seyfert galaxies are not a homogenous population, and that different mechanisms may be responsible for producing the observed emission. Moreover, the correlation between reflection and orientation provides a new constraint on the geometry and properties of the torus. Further studies of larger samples of Seyfert galaxies and multiwavelength observations will help to refine our understanding of AGN physics and the unified model.",335
Near-infrared observations of type Ia supernovae: The best known standard candle for cosmology,0,"We present an analysis of the Hubble diagram for 12 Type Ia supernovae (SNe Ia) observed in the near-infrared J and H bands. We select SNe exclusively from the redshift range 0.03 < z < 0.09 to reduce uncertainties coming from peculiar velocities while remaining in a cosmologically well-understood region. All of the SNe in our sample exhibit no spectral or B-band light-curve peculiarities and lie in the B-band stretch range of 0.8-1.15. Our results suggest that SNe Ia observed in the near-infrared (NIR) are the best known standard candles. We fit previously determined NIR light-curve templates to new high-precision data to derive peak magnitudes and to determine the scatter about the Hubble line.

Photometry of the 12 SNe is presented in the natural system. Using a standard cosmology of (H_0, Omega_m, Lambda) = (70,0.27,0.73) we find a median J-band absolute magnitude of M_J = -18.39 with a scatter of 0.116 and a median H-band absolute magnitude of M_H = -18.36 with a scatter of 0.085. The scatter in the H band is the smallest yet measured. We search for correlations between residuals in the J- and H-band Hubble diagrams and SN properties, such as SN colour, B-band stretch and the projected distance from host-galaxy centre. The only significant correlation is between the J-band Hubble residual and the J-H pseudo-colour. We also examine how the scatter changes when fewer points in the near-infrared are used to constrain the light curve. With a single point in the H band taken anywhere from 10 days before to 15 days after B-band maximum light and a prior on the date of H-band maximum set from the date of B-band maximum, we find that we can measure distances to an accuracy of 6%. The precision of SNe Ia in the NIR provides new opportunities for precision measurements of both the expansion history of the universe and peculiar velocities of nearby galaxies.",345
Near-infrared observations of type Ia supernovae: The best known standard candle for cosmology,1,"Type Ia supernovae (SNe Ia) are known to be the most reliable ""standard candles"" used in cosmology. These type of supernovae reach an extremely high temperature and brightness, and their light curves are easily observable at both visible and near-infrared wavelengths. Despite this, the wavelength range of the observations of SNe Ia has not always been optimized for maximum efficiency. In recent years, observations in the near-infrared (NIR) have proven to be particularly beneficial for improving the cosmological accuracy of SNe Ia, leading to a more precise measurement of the expansion rate of the universe.

NIR observations provide a number of advantages in comparison to visible light observations. These benefits include lower extinction due to dust, a reduced dependence on the host galaxy's metallicity, and a smaller impact of intrinsic variations in the spectral features of SNe Ia on their observed flux. Additionally, NIR observations can be used to identify SNe Ia at higher redshifts, beyond the capability of optical telescopes, allowing for the study of the distribution of dark matter and dark energy in the universe.

Several research teams have now successfully used NIR observations to identify and classify SNe Ia. Initial results from these studies suggest that NIR observations may produce more accurate determinations of the distance modulus and other cosmological parameters. These new measurements have the potential to uncover new information about the universe, such as precise constraints on the equation of state of dark energy and the evolution of dark matter.

While NIR observations have proven to be a powerful tool for cosmologists, they are not without their limitations. For example, the collection of NIR data is more uniquely challenging than visible light observations, requiring larger detectors and longer exposure times. However, NIR observations of SNe Ia have already demonstrated their efficacy, and future studies are expected to make full use of this powerful tool.

Overall, the application of NIR observations has led to significant progress in determining cosmological parameters. As such, complete surveys using NIR observations of SNe Ia will be essential for the future of precision cosmology.",346
"Physics case for an LHCb Upgrade II - Opportunities in flavour physics, and beyond, in the HL-LHC era",0,"The LHCb Upgrade II will fully exploit the flavour-physics opportunities of the HL-LHC, and study additional physics topics that take advantage of the forward acceptance of the LHCb spectrometer. The LHCb Upgrade I will begin operation in 2020. Consolidation will occur, and modest enhancements of the Upgrade I detector will be installed, in Long Shutdown 3 of the LHC (2025) and these are discussed here. The main Upgrade II detector will be installed in long shutdown 4 of the LHC (2030) and will build on the strengths of the current LHCb experiment and the Upgrade I. It will operate at a luminosity up to $ 2 \times 10^{34} \rm cm^{-2}s^{-1}$, ten times that of the Upgrade I detector. New detector components will improve the intrinsic performance of the experiment in certain key areas. An Expression Of Interest proposing Upgrade II was submitted in February 2017. The physics case for the Upgrade II is presented here in more depth. $CP$-violating phases will be measured with precisions unattainable at any other envisaged facility. The experiment will probe $b\to s \ell^+\ell^-$ and $b\to d \ell^+\ell^-$ transitions in both muon and electron decays in modes not accessible at Upgrade I. Minimal flavour violation will be tested with a precision measurement of the ratio of $B(B^0\to\mu^+\mu^-)/B(B_s^0\to \mu^+\mu^-)$. Probing charm $CP$ violation at the $10^{-5}$ level may result in its long sought discovery. Major advances in hadron spectroscopy will be possible, which will be powerful probes of low energy QCD. Upgrade II potentially will have the highest sensitivity of all the LHC experiments on the Higgs to charm-quark couplings. Generically, the new physics mass scale probed, for fixed couplings, will almost double compared with the pre-HL-LHC era; this extended reach for flavour physics is similar to that which would be achieved by the HE-LHC proposal for the energy frontier.",328
"Physics case for an LHCb Upgrade II - Opportunities in flavour physics, and beyond, in the HL-LHC era",1,"The LHCb collaboration is planning an upgrade to its detector and data acquisition system, which will enable the experiment to collect data at an unprecedented rate at the High-Luminosity LHC (HL-LHC). In this paper, we present the physics case for this upgrade, focusing on the opportunities it will provide for studies of flavour physics and beyond in the HL-LHC era.

Flavour physics is the study of the properties of particles that determine their decays, and it provides a unique window into new physics beyond the Standard Model. The LHCb experiment has already made significant contributions to this field, and the upgrade will allow us to explore even rarer and more subtle phenomena. With the upgraded detector, we will be able to measure with greater precision the decays of b-hadrons, which are rich in flavour-changing neutral currents, and investigate the patterns of CP violation in these decays. In addition, we will be able to search for evidence of new particles and interactions that could explain some of the puzzles in flavour physics, such as the observed excess of matter over antimatter in the universe.

Beyond flavour physics, the upgraded LHCb detector will open up new opportunities in other areas of particle physics. With its improved particle identification and tracking, it will be able to study rare processes involving kaons and rare tau decays, providing complementary information to experiments at other colliders. The upgraded detector will also be sensitive to a wide range of exotic particles, including dark matter candidates, sterile neutrinos, and axion-like particles, which could reveal new physics beyond the Standard Model.

In conclusion, the LHCb Upgrade II presents a compelling physics case for exploring the frontiers of particle physics in the HL-LHC era. With its improved capabilities for studying flavour physics and beyond, it will make a unique contribution to the worldwide effort to understand the fundamental nature of the universe.",319
On torque computation in electric machine simulation by harmonic mortar methods,0,"The use of trigonometric polynomials as Lagrange multipliers in the harmonic mortar method enables an efficient and elegant treatment of relative motion in the stator-rotor coupling of electric machine simulation. Explicit formulas for the torque computation are derived by energetic considerations, and their realization by harmonic mortar finite element and isogemetric analysis discretizations is discussed. Numerical tests are presented to illustrate the theoretical results and demonstrate the potential of harmonic mortar methods for the evaluation of torque ripples.",79
On torque computation in electric machine simulation by harmonic mortar methods,1,"This paper presents a novel approach to torque computation in electric machine simulation using harmonic mortar methods. Specifically, we propose a new formulation based on the mortar element method that yields accurate and efficient results, even for high-order geometries. Through numerical experiments, we demonstrate the superiority of our method over other commonly used techniques, exhibiting excellent convergence rates and scalability. Our findings have important implications for the design and optimization of electric machines for various industrial applications.",78
Inequalities for the Hodge numbers of irregular compact Kaehler manifolds,0,"Based on work of R. Lazarsfeld and M. Popa, we use the derivative complex associated to the bundle of the holomorphic p-forms to provide inequalities for all the Hodge numbers of a special class of irregular compact Kaehler manifolds. For 3-folds and 4-folds we give an asymptotic bound for all the Hodge numbers in terms of the irregularity. As a byproduct, via the BGG correspondence, we also bound the regularity of the exterior cohomology modules of bundles of holomorphic p-forms.",84
Inequalities for the Hodge numbers of irregular compact Kaehler manifolds,1,"This research article presents new inequalities for the Hodge numbers of irregular compact Kaehler manifolds. The main result of the study details the relationship between the Hodge numbers and the dimension of the manifold, and demonstrates how this relationship affects the overall algebraic topology of such manifolds. We prove the inequalities using a combination of geometric and algebraic techniques, yielding novel insights into the structure of these manifolds. This work has broad implications for algebraic geometry, differential geometry, and topology, and represents a significant contribution to the field.",88
New first trimester crown-rump length's equations optimized by structured data collection from a French general population,0,"--- Objectives --- Prior to foetal karyotyping, the likelihood of Down's syndrome is often determined combining maternal age, serum free beta-HCG, PAPP-A levels and embryonic measurements of crown-rump length and nuchal translucency for gestational ages between 11 and 13 weeks. It appeared important to get a precise knowledge of these scan parameters' normal values during the first trimester. This paper focused on crown-rump length. --- METHODS --- 402 pregnancies from in-vitro fertilization allowing a precise estimation of foetal ages (FA) were used to determine the best model that describes crown-rump length (CRL) as a function of FA. Scan measures by a single operator from 3846 spontaneous pregnancies representative of the general population from Northern France were used to build a mathematical model linking FA and CRL in a context as close as possible to normal scan screening used in Down's syndrome likelihood determination. We modeled both CRL as a function of FA and FA as a function of CRL. For this, we used a clear methodology and performed regressions with heteroskedastic corrections and robust regressions.

The results were compared by cross-validation to retain the equations with the best predictive power. We also studied the errors between observed and predicted values. --- Results --- Data from 513 spontaneous pregnancies allowed to model CRL as a function of age of foetal age. The best model was a polynomial of degree 2. Datation with our equation that models spontaneous pregnancies from a general population was in quite agreement with objective datations obtained from 402 IVF pregnancies and thus support the validity of our model. The most precise measure of CRL was when the SD was minimal (1.83mm), for a CRL of 23.6 mm where our model predicted a 49.4 days of foetal age. Our study allowed to model the SD from 30 to 90 days of foetal age and offers the opportunity of using Zscores in the future to detect growth abnormalities. --- Conclusion --- With powerful statistical tools we report a good modeling of the first trimester embryonic growth in the general population allowing a better knowledge of the date of fertilization useful in the ultrasound screening of Down's syndrome. The optimal period to measure CRL and predict foetal age was 49.4 days (9 weeks of gestational age). Our results open the way to the detection of foetal growth abnormalities using CRL Zscores throughout the first trimester.",401
New first trimester crown-rump length's equations optimized by structured data collection from a French general population,1,"In this study, we present our findings in creating new first trimester crown-rump length equations that have been optimized through structured data collection from a French general population. Early prenatal care is essential in ensuring the well-being of both the mother and the fetus. One crucial aspect of early prenatal care is the accurate measurement of the crown-rump length (CRL) of the fetus, which is used to estimate the gestational age of the fetus.

We aimed to develop new CRL equations that were optimized through structured data collection from a French general population. Our dataset consisted of 4,893 pregnant women who underwent routine ultrasound examinations during their first trimester. We gathered data on the CRL and gestational age of these women and developed new equations based on this data.

Our results showed that the CRL equations we developed were more accurate and precise in estimating gestational age than the currently used equations. Furthermore, our equations performed better across a wide range of gestational ages, which makes them more applicable to a diverse population.

One of the most significant contributions of our study is the use of a French general population in the optimization of the CRL equations. Previous studies have focused on specific subpopulations, which limits the applicability of the equations developed. By using a general population, our equations are more generalizable and applicable to a wider population.

Overall, our study provides new CRL equations that are optimized using structured data collection from a French general population. These equations are more accurate and precise in estimating gestational age and are applicable to a diverse population. Our findings have implications for early prenatal care, as accurate gestational age estimation is crucial in ensuring the well-being of both the mother and the fetus.",296
A MIKE + UVES survey of Sub-Damped Lyman-Alpha Systems at z<1.5,0,"We have combined the results from our recent observations of Damped and sub-Damped Lyman-alpha systems with the MIKE and UVES spectrographs on the Magellan Clay and VLT Kueyen telescopes with ones from the literature to determine the N(HI)-weighted mean metallicity of these systems based both on Fe, a depleted element in QSO absorbers and the local ISM, and Zn a relatively undepleted element. In each case, the N(HI)-weighted mean metallicity is higher and shows faster evolution in sub-DLAs than the classical DLA systems. Large grids of photoionisation models over the sub-DLA \nhI range with CLOUDY show that the ionisation corrections to the abundances are in general small, however the fraction of ionized H can be up to ~90 per cent. The individual spectra have been shifted to the rest frame of the absorber and averaged together to determine the average properties of these systems at z<1.5. We find that the average abundance pattern of the Sub-DLA systems is similar to the gas in the halo of the Milky Way, with an offset of ~0.3 dex in the overall metallicity.

Both DLAs and Sub-DLAs show similar characteristics in their relative abundances patterns, although the DLAs have smaller <[Mn/Zn]> as well as higher <[Ti/Zn]> and <[Cr/Zn]>. We calculate the contribution of sub-DLAs to the metal budget of the Universe, and find that the sub-DLA systems at z<1.5 contain a comoving density of metals Omega_met (3.5-15.8)x10^{5} M_sun Mpc^{-3}, at least twice the comoving density of metals in the DLA systems. The sub-DLAs do however track global chemical evolution models much more closely than do the DLAs, perhaps indicating that they are a less dust biased metallicity indicator of galaxies at high redshifts than the DLA systems.",310
A MIKE + UVES survey of Sub-Damped Lyman-Alpha Systems at z<1.5,1,"Recent observations indicate that low-mass galaxies may play a crucial role in the star formation history of the universe. In this context, we present a survey of sub-damped Lyman-Alpha (sub-DLA) systems at redshifts z<1.5, tracing the neutral gas content of low-mass galaxies and their role in galaxy evolution. Our survey is based on the combination of two samples, the MIKE and UVES samples, which consist of high-resolution spectroscopic data taken with the Magellan Inamori Kyocera Echelle (MIKE) and the Ultraviolet and Visual Echelle Spectrograph (UVES) instruments, respectively. Our analysis shows that sub-DLA systems are primarily associated with low-mass galaxies, implying that these galaxies play a crucial role in the process of galaxy evolution by serving as reservoirs of neutral gas.

We apply a bayesian model comparison approach to show that these systems are consistent with a simple model of homogeneous, turbulent gas occupying a spherically-symmetric region within the host galaxy. Our analysis also reveals a correlation between the kinematics of the sub-DLA absorption features and the galaxy, suggesting that the sub-DLA systems are intimately tied to the host galaxy's overall properties. We also investigate the impact of sub-DLA systems on the intergalactic medium (IGM) and find that their contribution to the overall HI content of the IGM is small, indicating that sub-DLAs are unlikely to play a dominant role in cosmic reionization. Overall, our study sheds new light on the connection between low-mass galaxies and the neutral gas content of the universe, providing crucial insights into the processes governing galaxy evolution and the history of the universe.",274
Quotients of exact categories by cluster tilting subcategories as module categories,0,"We prove that some subquotient categories of exact categories are abelian.

This generalizes a result by Koenig-Zhu in the case of (algebraic) triangulated categories. As a particular case, if an exact category B with enough projectives and injectives has a cluster tilting subcategory M, then B/M is abelian. More precisely, it is equivalent to the category of finitely presented modules over the stable category of M.",68
Quotients of exact categories by cluster tilting subcategories as module categories,1,"We study the quotient categories of exact categories by cluster tilting subcategories, which are naturally module categories. We investigate the relationship between these categories and their cluster-tilting objects, showing that such objects act as generators. Our work leads to a complete understanding of the homological properties of these categories, including their Auslander-Reiten theory and the shape of their singularity categories.",62
Curvature-driven migration of colloids on lipid bilayers,0,"Colloids and proteins alike can bind to lipid bilayers and move laterally in these two-dimensional fluids. Inspired by proteins that generate membrane curvature, sense the underlying membrane geometry, and migrate to high curvature sites, we explore the question: Can colloids, adhered to lipid bilayers, also sense and respond to membrane geometry? We report the curvature migration of Janus microparticles adhered to giant unilamellar vesicles elongated to present well defined curvature fields. However, unlike proteins, which migrate to minimize membrane bending energy, colloids migrate by an entirely different mechanism. By determining the energy dissipated along a trajectory, the energy field mediating these interactions is inferred to be linear in the local deviatoric curvature, as reported previously for colloids trapped at curved interfaces between immiscible fluids. In this latter system, however, the energy gradients are far larger, so particles move deterministically, whereas the colloids on vesicles move with significant fluctuations in regions of weak curvature gradient. By addressing the role of Brownian motion, we show that the observed curvature migration of colloids on bilayers is indeed a case of curvature capillary migration, with membrane tension playing the role of interfacial tension. Furthermore, since this motion is mediated by membrane tension and shape, it can be modulated, or even turned ""on"" and ""off"", by simply varying these parameters. While particle-particle interactions on lipid membranes have been considered in many contributions, we report here an exciting and previously unexplored modality to actively direct the migration of colloids to desired locations on lipid bilayers.",251
Curvature-driven migration of colloids on lipid bilayers,1,"This research work investigates the curvature-driven migration of colloids on lipid bilayers. The interaction between colloids and lipid bilayers has gained significant attention in recent years. The curvature of the lipid bilayers acts as a driving force for colloidal migration, but the underlying mechanism behind this phenomenon is not well-understood. By using microscopy and spectroscopic techniques, this study showcases the experimental results of the colloids' dynamic migration on model lipid bilayers.

The outcome of the experiments indicates that the curvature of the lipid bilayers creates gradients in the lateral energy landscape that act as a driving force, leading to the migration of colloids. The migration speed of the colloids is found to increase with the lipid bilayer's curvature, with greater curvature causing faster migration rates. The use of different types of colloids in the experiments helped to elucidate this phenomenon.

This research contributes to our understanding of the interplay between lipid bilayers and colloidal particles, and it opens up new possibilities for the development of colloidal transport devices. It has implications in diverse areas of research, such as biomimetic systems, drug delivery, and pore formation in biological membranes. These findings have significant implications for the design of synthetic systems that mimic the function and behavior of biological systems. Overall, this study provides a fundamental understanding of the dynamics of colloidal migration in lipid bilayers and opens up new possibilities for the development of novel applications in the field of materials science.",244
